name;classification;province;longitude;latitude;area_type;ownership;district;sub_district;postal_area;postal_address;street_address
Emkhwakhweni Clinic;CLINIC;Limpopo Province;-23,097137;29,738123;RURAL;Facility Owner - Government - Local;Zululand District Municipality;uPhongolo Local Municipality;;Uphongola;Private Bag X 0006
Gxulu Clinic;CLINIC;Limpopo Province;-22,998743;30,398027;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Amahlathi Health sub-District;Upper Gxulu Keiskammahoek;Upper Gxulu Keiskammahoek;Upper Gxulu
Mapela Clinic;CLINIC;Northern Cape Province;-28,711611;24,711235;RURAL;Facility Owner - Government - Prov;Waterberg District Municipality;Mogalakwena Local Municipality;MAPELA VILLAGE;USE DITSRICT OFFICE;MAPELA CLINIC
Sonstraal TB Hospital;SPECIALISED TB HOSPITAL;Northern Cape Province;-30,723518;25,11341;URBAN;Facility Owner - Government - Prov;Cape Winelands District Municipality;Drakenstein Local Municipality;Paarl;Vahied street;
Valkenberg Hospital;SPECIALISED PSYCHIATRIC HOSPITAL;Northern Cape Province;-28,727653;24,747021;URBAN;Facility Owner - Government - Prov;City of Cape Town Metropolitan;Cape Town Western Health sub-;Observatory;Valkenberg Hospital Private bag x1;Oservatory Road
Beaufort West Hospital CDC;CDC;KwaZulu-Natal Province;-29,989553;30,891967;URBAN;Facility Owner - Government - Prov;Central Karoo District Municipality;Beaufort West Local Municipality;Rustdene;Van Schalkwyk Street;
Sandersville Clinic;CLINIC;Gauteng Province;-25,791111;28,431111;RURAL;Facility Owner - Government - Prov;Fezile Dabi District Municipality;Ngwathe Local Municipality;Sandersville, Heibron,;Van Staden street,;
Ackerville Clinic;CLINIC;KwaZulu-Natal Province;-29,974846;30,895303;URBAN;Facility Owner - Government - Local;Nkangala District Municipality;Emalahleni Local Municipality;ARCCHAVILLE;VANDELEN STREET;2100 VANDELEN STREET
Britstown Clinic;CLINIC;KwaZulu-Natal Province;-30,26925;29,93272;RURAL;Facility Owner - Government - Prov;Pixley ka Seme District Municipality;Emthanjeni Local Municipality;Britstown;Vanjaardtvelt;
Hope CHC;CHC;Eastern Cape Province;-31,63437;29,09081;URBAN;Facility Owner - Government - Prov;Lejweleputswa District Municipality;Matjhabeng Local Municipality;ventersburg;ventersburg;8 scholtz street
Braelyn Clinic;CLINIC;Eastern Cape Province;-31,920509;27,024771;URBAN;Facility Owner - Government - Prov;Buffalo City Metropolitan Municipality;Buffalo City Health sub-District;Braelyn;Versuvius Street, Braelyn Hall;Versuvius Street, Braelyn Hall
Besters Clinic;CLINIC;Limpopo Province;-24,370444;29,577611;RURAL;Facility Owner - Government - Local;eThekwini Metropolitan Municipality;eThekwini Metropolitan Municipality;Ntuzuma;Vezi road;
Vhufuli Tshitereke Clinic;CLINIC;Eastern Cape Province;-32,187208;26,665363;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Thulamela Local Municipality;DONALD FRASER HOSPITAL;VHUFULI;
Luipaardsvlei Old Age Home;CLINIC;Limpopo Province;-24,5457;29,50373;URBAN;Facility Owner - Government - Local;West Rand District Municipality;Mogale City Local Municipality;Luipaardsvlei;Victor Street;Victor Street
Mmabana Clinic;CLINIC;KwaZulu-Natal Province;-27,34978;31,52314;URBAN;Facility Owner - Government - Local;Mangaung Metropolitan Municipality;Bloemfontein Health sub-District;Bloemfontein;Voster Avenue, Bloemfontein;
Vriesgewacht Clinic;CLINIC;Eastern Cape Province;-32,645222;27,110173;RURAL;Facility Owner - Government - Local;Ngaka Modiri Molema District Municipality;Tswaing Local Municipality;Vriesgewatcht;Vriesgewatcht clinic;
Gqebera CHC;CHC;Limpopo Province;-23,955384;28,847587;URBAN;Facility Owner - Government - Local;Nelson Mandela Bay Municipality;Nelson Mandela C Health sub-District;Walmer;Vuyo Street;Vuyo Street
Weltevrede Clinic;CLINIC;Western Cape Province;-33,71233;18,98662;RURAL;Facility Owner - Tribal;Ngaka Modiri Molema District Municipality;Mahikeng Local Municipality;Mmabatho;Waltervreder Village;
Sekgakgapeng Clinic;CLINIC;Western Cape Province;-33,936177;18,477684;RURAL;Facility Owner - Government - Local;Waterberg District Municipality;Mogalakwena Local Municipality;Sekgakgapeng;Waterberg District office;
Bokwalakwala Clinic;CLINIC;Western Cape Province;-32,35278;22,6075;URBAN;Facility Owner - Tribal;Waterberg District Municipality;Mogalakwena Local Municipality;MAHWELERENG;Waterberg District office;Maroteng
Bergsig/Max Shapiro Clinic;CLINIC;Free State Province;-27,274955;27,96499;RURAL;Facility Owner - Government - Local;Namakwa District Municipality;Nama Khoi Local Municipality;Springbok;Waterkants Street;
Wildebeesfontein Clinic;CLINIC;Mpumalanga Province;-25,866789;29,17411;RURAL;Facility Owner - Government - Prov;City of Johannesburg Metropolitan;Johannesburg G Health sub-District;Wilderbeesfontein,;Welgevonden Street;
Protea Glen Clinic;CLINIC;Northern Cape Province;-30,584772;23,50046;URBAN;Facility Owner - Government - Local;City of Johannesburg Metropolitan;Johannesburg D Health sub-District;Protea Glen;Wildchestnut street;
Willowfountain Clinic;CLINIC;Free State Province;-28,0817;27,14397;RURAL;Facility Owner - Government - Local;uMgungundlovu District Municipality;The Msunduzi Local Municipality;Pietermaritzburg;Willowfountain Road;
Mphise Clinic;CLINIC;Eastern Cape Province;-33,000183;27,879621;RURAL;Facility Owner - Government - Prov;iLembe District Municipality;Maphumulo Local Municipality;kranskop;X216;
Phedisong Clinic;CLINIC;KwaZulu-Natal Province;-29,727671;30,985479;RURAL;Facility Owner - Government - Prov;Fezile Dabi District Municipality;Mafube Local Municipality;villiers;xt3 qalabotjha villiers;1528 ext3 qalabotjha villiers
Motherwell NU 2 Clinic;CLINIC;Limpopo Province;-22,882976;30,48197;URBAN;Facility Owner - Government - Local;Nelson Mandela Bay Municipality;Nelson Mandela A Health sub-District;Motherwell;Zamukulungisa street Motherwell;Zamukulungisa street
Mgwalana Clinic;CLINIC;Gauteng Province;-26,12265;27,81323;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Middledrift;Zibi location;
Mamitwa Clinic;CLINIC;Free State Province;-29,15072;26,24172;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;Nwamitwa;;
Highway Junction Clinic;CLINIC;North West Province;-26,46;25,4;RURAL;Facility Owner - Private;Thabo Mofutsanyane District Municipality;Maluti a Phofung Local Municipality;HIGHWAY JUNCTION;;
Ntsweletsoku Health Post;HEALTH POST;Eastern Cape Province;-33,986143;25,588864;RURAL;Facility Owner - Government - Prov;Ngaka Modiri Molema District Municipality;Ramotshere Moiloa Local Municipality;Main Road;;
Musina Clinic;CLINIC;North West Province;-26,317625;25,490491;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Musina Local Municipality;Musina;;
Klipfontein Clinic;CLINIC;Limpopo Province;-24,17334;28,96594;RURAL;Facility Owner - Government - Prov;Mangaung Metropolitan Municipality;Thaba N'chu Health sub-District;Klipfontein;;
Dan Village Clinic;CLINIC;Limpopo Province;-24,147287;28,95101;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;Letaba;;
Laastehoop Clinic;CLINIC;Northern Cape Province;-29,65003;17,87546;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;Laastehoop,;;
Madimbo Clinic;CLINIC;Gauteng Province;-26,517662;27,885001;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Musina Local Municipality;Madimbo;;
Nkomo B Clinic;CLINIC;Gauteng Province;-26,272841;27,805511;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Giyani Local Municipality;Nkomo,;;
Mawa Clinic;CLINIC;KwaZulu-Natal Province;-29,704106;30,326965;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;Mawa;;
Mpharane Clinic;CLINIC;KwaZulu-Natal Province;-29,017171;31,101029;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Maluti Health sub-District;Mpharane location;;
Seloane Clinic;CLINIC;Free State Province;-27,02127;28,627973;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Ba-Phalaborwa Local Municipality;Seloane,;;
Seshego III Clinic;CLINIC;Eastern Cape Province;-33,80062;25,60322;URBAN;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;Seshego 3;;
Madumane Clinic;CLINIC;Eastern Cape Province;-32,75516;26,96204;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;Tzaneen;;
Burgersfort CHC;CHC;Limpopo Province;-23,732543;30,408768;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Burgersfort;;
Ratanang Clinic;CLINIC;Free State Province;-28,28852;29,13155;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Giyani Local Municipality;GIYANI;;
Healdtown Clinic;CLINIC;North West Province;-25,458465;25,970719;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Healdtown;;
Msengi Clinic;CLINIC;Limpopo Province;-22,34356;30,04502;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Giyani Local Municipality;Msengi;;
Parliament Clinic;CLINIC;Free State Province;-29,22954;26,983125;RURAL;Facility Owner - Government - Local;Capricorn District Municipality;Lepelle-Nkumpi Local Municipality;Lebowakgomo;;
Praktiseer Clinic;CLINIC;Limpopo Province;-23,5414;30,1617;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Praktiseer;;
Schoongezight Clinic;CLINIC;Limpopo Province;-23,984667;29,645417;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Aganang Local Municipality;SCHOONGEZIGHT VILLAGE;;
Khakhu Clinic;CLINIC;Limpopo Province;-22,451887;30,562704;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Mutale Local Municipality;Khakhu;;
Block 14 Clinic;CLINIC;Limpopo Province;-23,41747;30,77789;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;Mankweng;;
Basani Clinic;CLINIC;Limpopo Province;-23,589849;30,525362;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Giyani Local Municipality;Nwama;;
Regorogile 1 Clinic;CLINIC;Eastern Cape Province;-30,263905;28,47763;RURAL;Facility Owner - Government - Prov;Waterberg District Municipality;Thabazimbi Local Municipality;Thabazimbi;;
Eyethu Yarona Clinic;CLINIC;Limpopo Province;-23,695144;30,927292;URBAN;Facility Owner - Government - Prov;City of Johannesburg Metropolitan;Johannesburg A Health sub-District;Malibongwe drive,Lionspark;;
Mogodi Clinic;CLINIC;Limpopo Province;-23,841333;29,386472;RURAL;Facility Owner - Government - Local;Capricorn District Municipality;Molemole Local Municipality;Mohodi,;;
Mapodu Clinic;CLINIC;Limpopo Province;-23,62928;30,399637;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;NT RAKOPI PRIMARY SCHOOL;;
Smugglers Union Clinic;CLINIC;Limpopo Province;-24,665504;30,322735;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Lepelle-Nkumpi Local Municipality;Gompies;;
Machibini Clinic (Kwabhaca);CLINIC;Limpopo Province;-23,43634;30,63536;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;Maxhigwimi location;;
Amathole Basin Clinic;CLINIC;Eastern Cape Province;-32,73159;26,70145;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Middledrift;;
Ndengeza Clinic;CLINIC;Limpopo Province;-23,345603;30,37005;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Giyani Local Municipality;Ndengeza,;;
Nyavana Clinic;CLINIC;Limpopo Province;-24,30556;29,47848;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Tzaneen Local Municipality;Xiroko;;
Campbell Clinic;CLINIC;Limpopo Province;-24,57767;30,31433;RURAL;Facility Owner - Government - Local;Pixley ka Seme District Municipality;Siyancuma Local Municipality;Campbell;;
Zava Clinic;CLINIC;Limpopo Province;-23,336631;29,043227;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Giyani Local Municipality;GIYANI;;
Ntluri Clinic;CLINIC;Limpopo Province;-22,836291;30,247268;RURAL;Facility Owner - Government - Prov;Mopani District Municipality;Greater Giyani Local Municipality;Nturi,;;
Sadu Clinic;CLINIC;Limpopo Province;-23,988778;29,785778;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Blouberg Local Municipality;Sadu Village;;
Skimming Clinic;CLINIC;Limpopo Province;-23,369387;30,519226;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Giyani Local Municipality;Sekhimini,;;
Mamushi Clinic;CLINIC;Limpopo Province;-24,580932;27,382908;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;MOLEPO;;
Mangeni Clinic;CLINIC;Gauteng Province;-25,990026;27,927247;RURAL;Facility Owner - Government - Prov;Umzinyathi District Municipality;Nquthu Local Municipality;Nquthu;;
Nomimi Mothibi Clinic;CLINIC;Limpopo Province;-23,327327;29,237221;URBAN;Facility Owner - Government - Local;Frances Baard District Municipality;Phokwane Local Municipality;Pampierstad;;
HC Boshoff Gateway Clinic;CHC;Limpopo Province;-23,88762;29,87347;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Driekop;;
Mariveni Clinic;CLINIC;Limpopo Province;-24,537778;29,430833;RURAL;Facility Owner - Government - Local;Mopani District Municipality;Greater Tzaneen Local Municipality;Letsitele;;
Luyengweni Clinic;CLINIC;Eastern Cape Province;-30,72652;28,726172;RURAL;Facility Owner - Government - Prov;Alfred Nzo District Municipality;Umzimvubu Health sub-District;Mount Frere;;
Matavhela Clinic;CLINIC;Eastern Cape Province;-32,69596;26,99311;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Mutale Local Municipality;Mutale;;
Mahubahube Clinic;CLINIC;Limpopo Province;-23,315698;30,406079;RURAL;Facility Owner - Government - Local;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Bothashoek;;
Gcaleka Clinic;CLINIC;Limpopo Province;-23,655919;30,478365;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Mnquma Health sub-District;Butterworth,;;
Madala Clinic;CLINIC;Northern Cape Province;-28,800241;23,720942;RURAL;Facility Owner - Government - Local;Vhembe District Municipality;Mutale Local Municipality;Madala;;
Motshana Clinic;CLINIC;Limpopo Province;-23,641148;30,737584;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Motshana,;;
Chuene Clinic;CLINIC;Limpopo Province;-23,41279;30,33591;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Polokwane Local Municipality;CHUENE CLINIC P.O MOHODUMO CHUENESPOORT;;
Dwarsloop Clinic;CHC;Limpopo Province;-23,30603;28,76161;URBAN;Facility Owner - Government - Prov;Ehlanzeni District Municipality;Bushbuckridge Local Municipality;Mafemane;;
Mogoto Clinic;CLINIC;Limpopo Province;-23,430333;30,560964;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Lepelle-Nkumpi Local Municipality;Mogoto,;;
Montz Clinic;CLINIC;Limpopo Province;-24,059222;29,695722;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Blouberg Local Municipality;Montz Village;;
Makotopong Clinic;CLINIC;KwaZulu-Natal Province;-28,46614;30,772946;RURAL;Facility Owner - Tribal;Capricorn District Municipality;Polokwane Local Municipality;Rozano;;
Tshiungani Clinic;CLINIC;Northern Cape Province;-27,774079;24,693848;RURAL;Facility Owner - Government - Prov;Vhembe District Municipality;Mutale Local Municipality;Tshilingani;;
Mmutlane Clinic;CLINIC;Limpopo Province;-24,59593;30,0814;RURAL;Facility Owner - Tribal;Greater Sekhukhune District Municipality;Greater Tubatse Local Municipality;Caphala;;
Eensaam Clinic;CLINIC;Limpopo Province;-23,887486;30,348744;RURAL;Facility Owner - Government - Prov;Greater Sekhukhune District Municipality;Makhuduthamaga Local Municipality;Ga-kgoloko;;
Maraba Clinic;CLINIC;Eastern Cape Province;-30,653885;28,766053;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Aganang Local Municipality;Maraba Village;;
Grootdraai Clinic;CLINIC;Limpopo Province;-22,671483;30,524605;RURAL;Facility Owner - Government - Prov;Capricorn District Municipality;Blouberg Local Municipality;Matekereng,;;
Balfour Clinic;CLINIC;Limpopo Province;-24,60853;30,297085;RURAL;Facility Owner - Government - Prov;Amathole District Municipality;Nkonkobe Health sub-District;Balfour;;
Kromdraai Clinic;CLINIC;Eastern Cape Province;-32,338445;28,319415;RURAL;;Waterberg District Municipality;Thabazimbi Local Municipality;KROMDRAAI;;
Manganeng Clinic;CLINIC;Limpopo Province;-22,8317;30,272881;RURAL;Facility Owner - Tribal;Greater Sekhukhune District Municipality;Makhuduthamaga Local Municipality;Manyaneng;;
Morotse-Thamagane Clinic;CLINIC;Limpopo Province;-24,480309;30,308761;RURAL;Facility Owner - Government - Local;Capricorn District Municipality;Lepelle-Nkumpi Local Municipality;Morotse;;
Mankuwe Clinic;CLINIC;Limpopo Province;-24,19153;29,48562;RURAL;Facility Owner - Government - Local;Waterberg District Municipality;Mogalakwena Local Municipality;Mankuwe;;
Boikhutsong Satellite Clinic;SATELLITE CLINIC;Mpumalanga Province;-24,767104;31,042745;RURAL;Facility Owner - Government - Prov;Dr Kenneth Kaunda District Municipality;Ventersdorp Local Municipality;Boikhutsong;;
